ID,Proposal title,Proposal state,Pending proposal state,Session type,Track,created,Tags,Abstract,Description,Notes,Internal notes,Duration,Slot Count,Language,Show this session in public list of featured sessions.,Don't record this session.,Session image,Speaker IDs,Speaker names,Room,Start,End,Median score,Average (mean) score,Resources,Abstract as a tweet,Category [High Performance Computing],"Category [Community, Education, and Outreach]",Category [Machine and Deep Learning],Category [Scientific Applications],Category [Data Science and Visualization],Expected audience expertise: Domain,Expected audience expertise: Python,Talk submissions only : Would you be prepared to do a poster as fallback,Public link to supporting material,Project Homepage / Git
NPNXNA,scverse: Foundational tools for single-cell omics analysis,confirmed,,Poster,Scientific Applications,2023-04-30T15:39:48.946495+00:00,request as poster,"scverse (scverse.org) is a consortium of core Python tools for storage and analysis of high-dimensional single-cell data. These tools provide scalable infrastructure for hundreds of dependent packages and have been used to study the human immune system, aging, and COVID-19. The consortium provides a continued maintenance plan, community platforms, and organization for the hubs of our research software ecosystem. We will introduce scverse and present ongoing work addressing scalability, spatial omics, and community building.","scverse (https://scverse.org) is a consortium of core Python tools for storage and analysis of high-dimensional single-cell data. These tools provide scalable infrastructure for hundreds of dependent packages and have been used to study the human immune system, aging, and COVID-19. The consortium provides a continued maintenance plan, community platforms, and organization for the hubs of our research software ecosystem. We will introduce scverse and present ongoing work addressing scalability, spatial omics, and community building.

**Background**

In the past decade, new technologies to measure bio-molecules, in particular mRNA, at single cell resolution have emerged. The data generated by such technologies are high dimensional and are represented as very large matrices with thousands of genes (variables) and hundreds of thousands to millions of cells (observations). The volume and complexity of this data required the development of new tools for data handling and analysis.

Usage of Python and the PyData ecosystem for developing single-cell omics data analysis has been catalyzed by Scanpy (single-cell analysis in Python) and AnnData, enabling an ecosystem of packages around this infrastructure. The single cell analysis ecosystem in Python has outgrown a single package or modality and now routinely includes tools at the frontier of single-cell research and development (https://scverse.org/packages). To handle the growing needs of this ecosystem, we've formed scverse.

**Scalability**

As in many fields, the scale of data is rapidly increasing. We will show how we’re integrating with zarr and Dask for handling large amounts of data, accelerators for computing on that data, and benchmarking with asv to make sure our tools stay fast.

**Spatial omics**

Emerging technologies that combine barcoding strategies with microscopy allow us to measure spatially-resolved high-dimensional omics data. We will show how scverse is tackling the challenges and opportunities of this new data by combining our existing ecosystem with the excellent spatial analysis libraries in the scientific Python ecosystem.

**Community**

Since founding scverse last year, we’ve been working on building our community. We’ll present our approach so far, and the community platforms created including: hackathons, a registry for community packages, and regular community calls.",I'm flexible on format. This could be expanded to a longer talk or put into a poster.,,90,1,en,False,False,,EDWUND,Isaac Virshup,,,,2.00,2.0,,scverse: an ecosystem for single-cell omics analysis,,,,Healthcare and Biomedicine,,some,some,yes,,https://scverse.org
P38Y7L,Where is the flock? The use of graph neural networks for bird identification with meteorological radar.,confirmed,,Talk (15 mins + Q&A),Machine and Deep Learning,2023-05-15T10:10:41.671511+00:00,,"In this project we generate tools to identify birds within the spatial extent of a meteorological radar.  Using the opportunities created by modern dual-polarization radars we build graph neural networks to identify bird flocks. For this, the original point cloud data is converted to multiple undirected graphs following a set of predefined rules, which are then used as an input in graph convolutional neural network (Kipf and Welling, 2017, https://doi.org/10.48550/arXiv.1609.02907). Each node has a set of features such as range, x, y, z coordinates and several radar specific parameters e.g. differential reflectivity and phase shift which are used to build model and conduct graph-level classification. This tool will alleviate problem of manual identification and labelling which is tedious and time intensive. Going forward we also focus on using the temporal information in the radar data. Repeated radar measurements enable us to track these movements across space and time. This makes it possible for regional movement studies to bridge the methodological gap between fine-scale, individual-based tracking studies and continental-scale monitoring of bird migration. In particular, it enables novel studies of the roles of habitat, topography and environmental stressors on movements that are not feasible with current methodology. Ultimately, we want to apply the methodology to data from continental radar networks to study movement across scales.","In this project we generate tools and a python package to identify birds within the spatial extent of a meteorological radar.  Using the opportunities created by modern dual-polarization radars we develop graph neural networks (GNN) to identify bird flocks. For this, the original point cloud data is converted to multiple undirected graphs following a set of predefined rules. For example, each point of interest needs to have a label and a minimum number of neighbours within a specified range. Graphs are then used as an input in graph convolutional neural network (Kipf and Welling, 2017, https://doi.org/10.48550/arXiv.1609.02907). Each node has a set of features such as range, x, y, z coordinates and several radar specific parameters e.g. differential reflectivity and phase shift which are used to build model and conduct graph-level classification.  Model learns hidden layer representations that encode both local graph structure and features of nodes and is based on an efficient variant of convolutional neural network. 

This tool will alleviate problem of manual identification and labelling which is tedious and time intensive. Going forward we also focus on using the temporal information in the radar data. Repeated radar measurements enable us to track these movements across space and time. This makes it possible for regional movement studies to bridge the methodological gap between fine-scale, individual-based tracking studies and continental-scale monitoring of bird migration. In particular, it enables novel studies of the roles of habitat, topography and environmental stressors on movements that are not feasible with current methodology. Ultimately, we want to apply the methodology to data from continental radar networks to study movement across scales. This project is a collaboration between the Netherlands eScience Center and the University of Amsterdam. This is an ongoing project and feedback provided by the community is highly valued. 

Git Repo of the package: https://github.com/point-cloud-radar/bird-cloud-gnn",,,20,1,en,True,False,,"QVP8EU, 3RVYDP","Olga Lyashevska, Abel S. Siqueira",HS 120,2023-08-17T08:55:00+00:00,2023-08-17T11:15:00+02:00,2.00,2.0,,Where is the flock? Or how graph convolutional neural networks help to identify birds from metheorological radar,,,"ML Applications (e.g. NLP, CV)",,,some,some,yes,,https://github.com/point-cloud-radar/bird-cloud-gnn
P39VK3,Runtime-Control of Numerical Groundwater Models,confirmed,,Poster,Scientific Applications,2023-05-14T14:50:04.046692+00:00,,"The widely-used finite volume groundwater flow and transport model MODLFOW 6 is implemented in Fortran. The typical work flow consists of the steps (1) pre-processing on input data, (2) running the model, and (3) post-processing of model results. For a variety of problems this workflow has to be applied repeatedly, modifying values of input data based on modeling results  The here presented tool `pymf6` enables the model user to access intermediate model results at runtime and modifying model variables with Python. This allows to greatly reduce the number of model runs. Often, one model run can replace many manual iterations, leading to a much faster workflow. Furthermore, complex tasks that would not be feasibly with the manual workflow can be solved. `pymf6` can also be used to couple MODLFOW 6 with other numerical or analytical models.","The widely-used finite volume groundwater flow and transport model MODLFOW 6 is implemented in Fortran. The typical work flow consists of the steps (1) pre-processing on input data, (2) running the model, and (3) post-processing of model results. For a variety of problems this workflow has to be applied repeatedly, modifying values of input data based on modeling results  The here presented tool `pymf6` enables the model user to access intermediate model results at runtime and modifying model variables with Python. This allows to greatly reduce the number of model runs. Often, one model run can replace many manual iterations, leading to a much faster workflow. Furthermore, complex tasks that would not be feasibly with the manual workflow can be solved. `pymf6` can also be used to couple MODLFOW 6 with other numerical or analytical models.",,,90,1,en,True,False,,"QWPUQW, WVJ8YD","Mike Müller, Lúcia Pedrosa",,,,2.00,2.0,,Making numerical modeling program interactive - Speed up groundwater modeling tasks,,,,Earth and Ocean Sciences,,some,some,,https://pymf6.readthedocs.io/en/latest/index.html,https://github.com/hydrocomputing/pymf6
P9E7HX,Automating data collection and analysis in citizen science projects,confirmed,,Poster,Scientific Applications,2023-05-14T11:48:11.450033+00:00,,"Citizen science is a powerful tool used by scientists in a wide range of fields to aid the utilisation of scientific data, that would otherwise take a very long time to process and analyse, while being an important way to engage with the public. RFI has a number of citizen science projects, under the name ‘Science Scribbler’, for collecting annotation data from biological 3D imaging techniques. Annotated data can be used to guide segmentation from images in order to understand morphological features at the cellular level in health and disease. To support current citizen science projects, and to facilitate planning of future ones, automating the way images are generated and annotation data is processed is of major importance. A web tool for on-the-fly image generation from 3D volumes of data is being created to provide an easy way to generate images for annotation by volunteers via the Zooniverse citizen science platform, but also to allow minimisation of storage space requirements. Furthermore a library for automating data processing and analysis is in construction that can be used as a pipeline to extract, pool, visualise, filter and prepare annotation data for segmentation and other types of analysis.","The primary goal of RFI's Zooniverse projects is to understand differences in cell morphology in health and disease and to facilitate diagnosis from imaging data. It can do so by leveraging the advantages of citizen science to produce more representative, less biassed training datasets while reducing the amount of time needed by the expert to generate training data for segmentation. Better training data lead to better machine learning algorithms that are more efficient at discriminating between different cellular morphologies. There are two aspects of this research that would benefit from automation. First it is the design of the experiment which involves generating large amounts of images that can be used for data collection. An easy to use web tool for on-the-fly generation of images allows quick sampling and image generation from the 3D volume space and therefore helps the researcher to quickly survey images and/or generate subsets of images for use with the annotation platform. A rich API allows manipulation of the 3D volume, generation of single images and sets of images, application of colormaps / filters and specification of image format. The API endpoints can be accessed directly from the Zooniverse server for fetching an image directly or can be used by researchers to pre-generate images and upload to Zooniverse. The second aspect of the research that is being automated is processing of annotation data. The goal of data processing is to produce a number of different training datasets that can be assessed on how they improve the segmentation task. For this purpose the ‘Zookeeper’ library which is currently being developed will be used as a pipeline for processing annotation data. The library will provide a set of tools for extracting data from databases, will allow pooling data from different datasets and filtering using different metrics utilising annotation metadata. Finally it will provide the tools to optimise data clustering. The library can be imported in project specific scripts such as Science Scribbler: Huntington project to automate the preparation of data for segmentation.",,,90,1,en,True,False,,KGPTSN,Dimitrios Ladakis,,,,2.00,2.0,,Using citizen science to understand cell morphology in health and disease. The combination of citizen science and automation of data processing can lead to better data for image analysis.,,,,Healthcare and Biomedicine,,some,some,,,
PQRRLN,Introduction to Python for scientific programming,confirmed,,Tutorial,Scientific Applications,2023-06-27T18:49:54.596813+00:00,,"This tutorial will provide an introduction to Python intended for beginners.

It will notably introduce the following aspects:

- built-in types
- controls flow (i.e. conditions, loops, etc.)
- built-in functions
- basic Python class","This tutorial will provide an introduction to Python intended for beginners.

It will notably introduce the following aspects:

- built-in types
- controls flow (i.e. conditions, loops, etc.)
- built-in functions
- basic Python class

We introduce here the Python language. Only the bare minimum necessary for getting started with Numpy and Scipy is addressed here. To learn more about the language, consider going through the excellent tutorial https://docs.python.org/tutorial.",,,90,1,en,False,False,,JZ3LXH,Milton Gomez,HS 120,2023-08-14T08:30:00+00:00,2023-08-14T12:00:00+02:00,,,,Introduction to the Python language for scientific programming,Parallel Computing,Learning and Teaching Scientific Python,Supervised Learning,Astronomy,Data Analysis and Data Engineering,none,some,,,
PWER3Z,Introduction to Data Analysis Using Pandas,confirmed,,Tutorial,Data Science and Visualisation,2023-04-29T20:14:58.655151+00:00,,"Working with data can be challenging: it often doesn’t come in the best format for analysis, and understanding it well enough to extract insights requires both time and the skills to filter, aggregate, reshape, and visualize it. This session will equip you with the knowledge you need to effectively use pandas – a powerful library for data analysis in Python – to make this process easier.","#### Section 1: Getting Started With Pandas
We will begin by introducing the Series, DataFrame, and Index classes, which are the basic building blocks of the pandas library, and showing how to work with them. By the end of this section, you will be able to create DataFrames and perform operations on them to inspect and filter data.

#### Section 2: Data Wrangling
To prepare our data for analysis, we need to perform data wrangling. We will learn how to clean and reformat data (e.g. renaming columns, fixing data type mismatches), restructure/reshape it, and enrich it (e.g. discretizing columns, calculating aggregations, combining data sources).

#### Target Audience
This tutorial is for anyone with basic knowledge of Python and an interest in learning how to analyze data in Python. We will be working with Jupyter Notebooks, so attendees should familiarize themselves with the interface (i.e., know how to run/edit a cell) beforehand.

#### Prerequisites
Bring a laptop (preferably your personal one) with the virtual environment configured as indicated [here](https://github.com/stefmolin/pandas-workshop#setup-instructions). Come to the session with your environment set up so we can dive right into the material.","This is a hands-on tutorial broken down into 2 sections, which each consist of lectures using Jupyter Notebooks for following along with the code and a set of exercises dispersed throughout to test each attendee’s understanding. There are more questions provided in each section than the attendees will have time to answer so that those at all levels of prior experience have a challenge. After some time, I will go over the solutions to those exercises before resuming the lecture. There is also a 3rd section on data visualization in pandas, which can be included if the session is extended.",,90,1,en,False,True,,9WJJPL,Stefanie Molin,HS 120,2023-08-14T13:30:00+00:00,2023-08-14T17:00:00+02:00,2.00,2.0,,"""Introduction to Data Analysis Using Pandas"" will equip you with the knowledge you need to effectively use pandas – a powerful library for data analysis in Python.",,,,,Data Analysis and Data Engineering,none,some,,https://stefmolin.github.io/pandas-workshop/slides/html/workshop.slides.html#/,https://github.com/stefmolin/pandas-workshop
Q9F8GA,My foray from Scientific Python into the Pyodide / WebAssembly universe,confirmed,,Talk (25 mins + Q&A),Data Science and Visualisation,2023-04-14T09:41:11.233053+00:00,,"Pyodide is a Python distribution for the browser and Node.js based on WebAssembly / Emscripten.
Pyodide supports most commonly used scientific Python packages, like numpy, scipy, scikit-learn, matplotlib and there is growing interest to use it for improving package documentation through interactivity.

In this talk we will describe the work we have done in the past nine months to improve the state of Pyodide in a scientific Python context, namely:
- running the scikit-learn and scipy test suites with Node.js to get a view of what currently works, what does not, and what can be hopefully be fixed one day
- packaging OpenBLAS in Pyodide and use it for Pyodide scipy package to improve its stability, maintainability and performance
- adding JupyterLite functionality to sphinx-gallery, which is used for example galleries of popular scientific Python package like scikit-learn, matplotlib, scikit-image, etc ...
- adding the sphinx-gallery Jupyterlite functionality for scikit-learn example gallery

We will also mention some of the Pyodide sharp bits and conclude with some of the ideas we have to use it even more widely.","Pyodide is a Python distribution for the browser and Node.js based on WebAssembly. Pyodide supports most commonly used scientific Python packages, like numpy, scipy, scikit-learn, matplotlib and there is growing interest to use it for improving documentation through interactivity.

In this talk we will describe the work we have done in the past six months, including:
- regularly running the scikit-learn and scipy test suites with Node.js to get  a view of what currently works, what does not, and what can be  hopefully be fixed one day
- packaging OpenBLAS in Pyodide and use it for Pyodide scipy package to improve  its stability and maintainability
- adding JupyterLite functionality to sphinx-gallery, which is used for example  galleries of popular scientific Python package like scikit-learn, matplotlib,  scikit-image, etc ...
- adding the sphinx-gallery Jupyterlite functionality for scikit-learn example  gallery

We will also mention some of the Pyodide sharp bits and conclude with some of the ideas we have to use it even more widely.

Here are the references for the work mentioned above:
- running scipy and scikit-learn test suite inside Pyodide: https://github.com/lesteve/scipy-tests-pyodide and https://github.com/lesteve/scikit-learn-tests-pyodide
- OpenBLAS Pyodide PR: https://github.com/pyodide/pyodide/pull/3331
- sphinx-gallery JupyterLite-related PRs: https://github.com/pyodide/pyodide/pulls?q=is%3Apr+sort%3Aupdated-desc+author%3Alesteve
- scikit-learn JupyterLite examples PR: https://github.com/scikit-learn/scikit-learn/pull/25887",,,30,1,en,False,False,,N7TBEV,Loïc Estève,HS 120,2023-08-17T11:30:00+00:00,2023-08-17T14:00:00+02:00,2.00,1.8,,My foray from Scientific Python into the Pyodide / WebAssembly universe,,,,,Other,none,some,no,,
RE98N3,Sprint EuroSciPy 2023 - Morning Session,confirmed,,Sprint,,2023-08-08T18:47:22.798039+00:00,,"A one-day sprint is organized on August 18. Open-source sprints are sessions where maintainers and contributors (including first-time contributors) meet and work together in improving the open-source projects. This can include bug fixes, new features, improvements to the documentation and others.","# Sprint

### Project sprint

A one-day sprint is organized on August 18. Open-source sprints are sessions where maintainers and contributors (including first-time contributors) meet and work together in improving the open-source projects. This can include bug fixes, new features, improvements to the documentation and others.

Sprints are a great way to get started in open-source development, learn, and meet like-minded people. All EuroSciPy attendees are welcome and encouraged to join the sprints.

The definitive schedule is not yet known and more sprints will be added when they are proposed, and some will be improvised in the same day. If you want to propose a sprint, please send us a message to maintainers@euroscipy.org .

### List of confirmed sprints:

- scikit-learn
     - GPU programming for scikit-learn with sklearn-numba-dpex and Array API.
     - Addressing issues from the GitHub issue tracker.
- pandas
- VizPy
- braindecode
     - Restructuring the documentation to make it more accessible for new users.
     - Re-implement and optimization the DataLoaders.
     - Re-implement the cropped training.


### Sprints Location

Address: 
Roshoffgasse 2,
CH-4051 Basel,
Switzerland",,,180,1,en,False,False,,,,,,,,,,Coding Sprint at EuroSciPy 2023 for Morning Session,Parallel Computing,Learning and Teaching Scientific Python,Supervised Learning,Astronomy,Data Analysis and Data Engineering,none,some,,,
RLJETB,Writing tests for your containers with Container Canary,confirmed,,Poster,"Community, Education, and Outreach",2023-05-02T15:53:37.716263+00:00,"New track - MLOps, Deployment","When we write code we also write tests to ensure that our software functions as expected. But with containers, it is far more common to document assumptions and leave it at that.

Containers are the building blocks of modern compute platforms and they have interfaces like any other software. The software they contain, commands they run and ports they listen on all make up that interface and when composed into larger systems many assumptions are made about how containers will behave. So we should test that!

Container Canary is a black-box testing tool for container images and in this talk, we will talk about why you should test your containers, how to write canary test manifests and how to use the canary CLI tool to run them.","Many modern compute platforms support bring-your-own-container models where the user can provide container images with their custom software environment. However, platforms commonly have a set of requirements that the container must conform to, such as using a non-root user, having the home directory in a specific location, having certain packages installed or running web applications on specific ports.
Container Canary is a tool for recording those requirements as a manifest that can be versioned and then validating containers against that manifest. This is particularly useful in CI environments to avoid regressions in containers.",,,90,1,en,False,False,,EE7H7J,Jacob Tomlinson,,,,2.00,1.5,,Containers are the building blocks of modern compute platforms but we don't test them well enough,,Other,,,,some,expert,yes,https://github.com/NVIDIA/container-canary,
SCLBPU,skrub: preparing tables for machine learning,confirmed,,Poster,Data Science and Visualisation,2023-05-02T14:51:22.387838+00:00,,"Are you wondering what to do with all of the tables you have?
And how to make sense of all of the dirty data?

Data science is increasingly faced with multiple-sourced, non-standardized dirty tables.

We have what you need: skrub is a Python package for preparing your dirty tables for machine learning!

dirty-cat evolves into skrub and gives you the right tools to clean, transform and join your tables for machine learning.","skrub - formerly dirty_cat - is a Python package that aims to facilitate machine learning on dirty data. 
The focus is on common, real applications, of working with non-standardized tables from various sources.

Main features include:
- encoding dirty data. Our encoders - the SimilarityEncoder, GapEncoder and MinHashEncoder - are designed for handling dirty data! 
- use the TableVectorizer to automatically turn your pandas dataframe into a numpy array suitable for machine learning.
- fuzzy joining tables. This includes joining on string, numerical, date and mixed type columns.
- cleaning your data. Using methods such as deduplication, you can easily merge categories with similar morphology.",,,90,1,en,False,False,,A7PTVY,Jovan Stojanovic,,,,2.00,2.0,,Are you wondering what to do with all of the tables you have ? How to make sense of all of the dirty data ? We have the answer: skrub is a Python package that aims to facilitate machine learning on dirty data.,,,,,Data Analysis and Data Engineering,none,some,,https://github.com/orgs/skrub-data/repositories,https://dirty-cat.github.io/stable/
SE9WTD,Introduction to numerical optimization,confirmed,,Tutorial,High Performance Computing,2023-04-28T12:43:39.185373+00:00,,"In this hands-on tutorial, participants will delve into numerical optimization fundamentals and engage with the optimization libraries scipy.optimize and estimagic. estimagic provides a unified interface to many popular libraries such as nlopt or pygmo and provides additional diagnostic tools and convenience features. Throughout the tutorial, participants will get the opportunity to solve problems, enabling the immediate application of acquired knowledge. Topics covered include core optimization concepts, running an optimization with scipy.optimize and estimagic, diagnostic tools, algorithm selection, and advanced features of estimagic, such as bounds, constraints, and global optimization.","In this focused tutorial, participants will be introduced to the fundamentals of numerical optimization and various optimization libraries, including scipy.optimize and estimagic. The session is divided into three blocks, with each focusing on a specific aspect of optimization:

Introduction to numerical optimization and scipy.optimize
Introduction to estimagic and how to pick optimizers
Strategies and tools for advanced optimization

The tutorial is designed to be hands-on, dedicating ample time to practice sessions. Including numerous smaller practice sessions allows participants to apply their knowledge of each topic immediately.

During the first block, participants will learn the basics of numerical optimization, code up their first optimization problem and solve it with scipy.optimize.

In the second block, we introduce estimagic, as a unified interface to algorithms from scipy, nlopt, pygmo, and others. Participants will try different optimizers and learn how estimagic's diagnostic tools can be used to select the suitable algorithm for a given problem.

The third block will focus on practical strategies for advanced optimization problems. Participants will learn about logging and restarting optimizations, global optimization, bounds, and constraints, as well as derivative-free and noisy optimization problems.

The session will conclude with a summary of the main learnings, ensuring that participants have gained a solid understanding of numerical optimization and the various optimization libraries covered.","We selected the track 'High Performance Computing' because we thought of it as most suitable; however, we view our tutorial more as a general session for scientific computing across many disciplines.

We presented a tutorial on numerical optimization last year at the Scipy 2022 in Austin: https://www.youtube.com/watch?v=ftlw0rARrtI. Since then, we've updated its content and reduced its length, but the interactive style will be similar to last year.",,90,1,en,False,False,,"STKQES, DMPC8P, EF8NZ3","Tim Mensinger, Janos Gabler, Tobias Raabe",HS 120,2023-08-15T11:30:00+00:00,2023-08-15T15:00:00+02:00,2.00,2.0,,"Attention Scientific Python Developers: Join our tutorial on numerical optimization, exploring fundamentals with #scipy.optimize and estimagic. Learn about core concepts, diagnostic tools, and algorithm selection.",Other,,,,,some,some,,,
STXCKT,The Helmholtz Analytics Toolkit (Heat) and its role in the landscape of massively-parallel scientific Python,confirmed,,Talk (25 mins + Q&A),High Performance Computing,2023-04-24T10:40:44.247629+00:00,request as poster,"Handling and analyzing massive data sets is highly important for the vast majority of research communities, but it is also challenging, especially for those communities without a background in high-performance computing (HPC). The Helmholtz Analytics Toolkit (Heat) library offers a solution to this problem by providing memory-distributed and hardware-accelerated array manipulation, data analytics, and machine learning algorithms in Python, targeting the usage by non-experts in HPC.

In this presentation, we will provide an overview of Heat's current features and capabilities and discuss its role in the ecosystem of distributed array computing and machine learning in Python.","**co-authors:**  *C. Comito (FZJ), M. Götz (KIT),  J. P. Gutiérrez Hermosillo Muriedas (KIT), B. Hagemeier (FZJ), P. Knechtges (DLR), K. Krajsek (FZJ), A. Rüttgers (DLR), A. Streit (KIT), M. Tarnawa (FZJ)*

When it comes to enhancing exploitation of massive data, machine learning methods are at the forefront of researchers’ awareness. Much less so is the need for, and the complexity of, applying these techniques efficiently across large-scale, memory-distributed data volumes. In fact, these aspects typical for the handling of massive data sets pose major challenges to the vast majority of research communities, in particular to those without a background in high-performance computing. Often, the standard approach involves breaking up and analyzing data in smaller chunks; this can be inefficient and prone to errors, and sometimes it might be inappropriate at all because the context of the overall data set can get lost. 

The Helmholtz Analytics Toolkit (Heat) library offers a solution to this problem by providing memory-distributed and hardware-accelerated array manipulation, data analytics, and machine learning algorithms in Python. The main objective is to make memory-intensive data analysis possible across various fields of research ---in particular for domain scientists being non-experts in traditional high-performance computing who nevertheless need to tackle data analytics problems going beyond the capabilities of a single workstation. The development of this interdisciplinary, general-purpose, and open-source scientific Python library started in 2018 and is based on collaboration of three institutions (German Aerospace Center DLR, Forschungszentrum Jülich FZJ, Karlsruhe Institute of Technology KIT) of the Helmholtz Association. The pillars of its development are...

* ...to enable memory distribution of n-dimensional arrays, 
* to adopt PyTorch as process-local compute engine (hence supporting GPU-acceleration),
* to provide memory-distributed (i.e., multi-node, multi-GPU) array operations and algorithms, optimizing asynchronous MPI-communication (based on mpi4py) under the hood, and 
* to wrap functionalities in NumPy- or scikit-learn-like API to achieve porting of existing applications with minimal changes and to enable the usage by non-experts in HPC. 

In this talk we will give an illustrative overview on the current features and capabilities of our library. Moreover, we will discuss its role in the existing ecosystem of distributed computing in Python, and we will address technical and operational challenges in further development.","If the topic is not considered apprpriate for a 30min talk, we would be fine with a 15min time slot as well. Also, if --depending on the other submissions-- another track would better fit the topic, we would be open to be moved.",,30,1,en,False,False,,FU9BXF,Fabian Hoppe,Aula,2023-08-17T14:05:00+00:00,2023-08-17T16:35:00+02:00,2.00,1.3,,"You need to handle and analyze data that go beyond the capabilities of your workstation, but you are not an expert in HPC? - Come to our talk and learn about Heat..",Parallel Computing,,,,,none,some,yes,,https://github.com/helmholtz-analytics/heat
SYEFDW,"Anomaly Detection in Time Series: Techniques, Tools and Tricks",confirmed,,Talk (25 mins + Q&A),Data Science and Visualisation,2023-05-15T14:14:30.471968+00:00,,"From sensor data to epidemic outbreaks, particle dynamics to environmental monitoring, much of crucial real world data has temporal nature. Fundamental challenges facing data specialist dealing with time series include not only predicting the future values, but also determining when these values are alarming. Standard anomaly detection algorithms and common rule-based heuristics often fall short in addressing this problem effectively. In this talk, we will closely examine this domain, exploring its unique characteristics and challenges. You will learn to apply some of the most promising techniques for detecting time series anomalies as well as relevant scientific Python tools that can help you with it.","This talk will walk you through several most common and effective approaches for tackling anomaly detection in time series, while explaining why traditional anomaly detection techniques might not be very applicable here. Among these approaches we will discuss rule-based anomaly detection, Error-Trend-Seasonality decomposition, structural modelling approach, and short-term forecasting model solutions. Each time we will differentiate between different types of temporal anomalies and why each method may or may not be suited for them. Further, for each approach we will consider several open-source scientific Python tools such as scipy, statsmodels, Prophet, tensorflow / keras and more. At the center of our conversation will be a real-world dataset from the field of environmental monitoring, which can also be easily translated into other fields.","Note for organisers: if necessary this talk can be shortened into a 15 minute one if 30-minute format would not be possible.

Additional note: I am applying after a helpful suggestion to participate from one of the EuroSciPy organisers/volunteers whom I met after my (different) talk at PyData Berlin this year",,30,1,en,True,False,,JF8QLJ,Vadim Nelidov,HS 120,2023-08-16T08:30:00+00:00,2023-08-16T11:00:00+02:00,2.00,1.8,,"This talk will introduce you to Anomaly Detection in Time Series, from why this field is unique to how to applying some of the most promising detection techniques and which scientific Python tools can help you with that",,,,,Data Analysis and Data Engineering,some,some,no,,
SZZ8Z7,Scaling pandas to any size with PySpark,confirmed,,Talk (25 mins + Q&A),High Performance Computing,2023-07-15T08:38:08.722117+00:00,,"This talk discusses using the pandas API on Apache Spark to handle big data, and the introduction of Pandas Function APIs. Presented by an Apache Spark committer and a product manager, it offers technical and managerial insights.","Undoubtedly, pandas plays a crucial role in data wrangling and analysis tasks. However, its limitation lies in handling big data processing. This creates a dilemma for data practitioners: should they sacrifice information by downsampling the data, or should they explore distributed processing frameworks to handle larger workloads? One popular option is Apache Spark, a mainstream distributed processing tool. Yet, using Spark means learning a new language, PySpark, which can be a challenge.

Thankfully, there is a silver lining. The pandas API on Spark offers equivalent functionalities to pandas in PySpark. This allows pandas users to seamlessly transition from single-node to distributed environments by merely replacing the pandas package with pyspark.pandas.

Conversely, existing PySpark users may need to create custom user-defined functions (UDFs) that are not available in the PySpark API. With the introduction of Pandas Function APIs in Spark 3.0+, users can now apply arbitrary Python native functions with type hints, using pandas instances as input and output, on a PySpark dataframe. This empowers data scientists to train ML models based on each data group with just a single line of code.

And, you don't even need to write PySpark code now! English is the new programming language and we will introduce the English SDK for PySpark. The English SDK understands Spark tables and DataFrames, handles the complexity for you behind the scenes, and returns a DataFrame directly based on your English questions and directions.

In a joint presentation by a top open-source Apache Spark committer and a product manager, this talk has both the software engineer and product manager perspectives. Prior working knowledge of pandas, basic Spark, and machine learning will be helpful for the audience.",,,30,1,en,False,False,,"SDEGBS, ERMJYC","Hyukjin Kwon, Allan Folting",HS 120,2023-08-17T14:05:00+00:00,2023-08-17T16:35:00+02:00,,,,Scaling data workloads using the best of both worlds: pandas and Spark,Parallel Computing,Science and Engineering Portals,Other,Other,Data Analysis and Data Engineering,some,some,,,
TVJEAD,Transformations in Three Dimensions,confirmed,,Talk (15 mins + Q&A),Scientific Applications,2023-04-04T13:32:47.526904+00:00,,"Rigid transformation in 3D are complicated due to the multitude of different conventions and because they often form complex graphs that are difficult to manage. In this talk I will give a brief introduction to the topic and present the library pytransform3d as a set of tools that can help you to tame the complexity. Throughout the talk I will use examples from robotics (imitation learning, collision detection, state estimation, kinematics) to motivate the discussed features, even though presented solutions are useful beyond robotics.","This talk focuses on rotation and translation, that is, rigid transformations, in three  dimensions. There are various representations of these. We often combine several software components with different conventions. Furthermore, we usually combine multiple transformations that form complex graphs of transformations, and we are often interested in transformations that are not directly available, but can be computed from a combination of multiple transformations. Both problems can be handled with pytransform3d, a Python library for transformations in three dimensions.

pytransform3d offers...

* operations for most common representations of rotation / orientation and
  translation / position
* conversions between those representations
* clear documentation of conventions
* tight coupling with matplotlib to quickly visualize (or animate)
  transformations
* the TransformManager which organizes complex chains of transformations
* the UrdfTransformManager which is able to load transformations from URDF
  files
* a matplotlib-like interface to Open3D’s visualizer to display geometries and
  transformations

I will present several features of the library in this talk and I will use examples from robotics for illustration, for example,

* imitation learning - learning robotic motion from human demonstration
* kinematics - translation of a human hand motion to a robotic hand
* collision detection - between a robot arm and it's environment
* state estimation - estimation of a robot's location and its uncertainty

There are several pitfalls that we will discuss as well.",,,20,1,en,False,False,,33UUJG,Alexander Fabisch,Aula,2023-08-17T09:45:00+00:00,2023-08-17T12:05:00+02:00,2.00,2.0,,Introduction to 3D transformations in Python illustrated with problems in robotics,,,,Robotics & IoT,,none,some,yes,,https://github.com/dfki-ric/pytransform3d
